UserIP_Anonymized,Scenario,survey.age,survey.gender,survey.education,survey.political,survey.religious,country_code,Outcome,Continent
d88ff1e2,Footbridge,29,Women,College,0.8,0,GB,0,Europe
d88ff1e2,Loop,29,Women,College,0.8,0,GB,1,Europe
d88ff1e2,Switch,29,Women,College,0.8,0,GB,1,Europe
d890769c,Footbridge,25,Women,College,1,0.19,GB,1,Europe
d890769c,Loop,25,Women,College,1,0.19,GB,1,Europe
d890769c,Switch,25,Women,College,1,0.19,GB,1,Europe
d891d01a,Footbridge,40,Men,College,0.88,0,DE,0,Europe
d891d01a,Loop,40,Men,College,0.88,0,DE,1,Europe
d891d01a,Switch,40,Men,College,0.88,0,DE,1,Europe
d896c60a,Footbridge,39,Men,College,0.5,0.09999999999999998,TW,1,Asia
d896c60a,Loop,39,Men,College,0.5,0.09999999999999998,TW,0,Asia
d896c60a,Switch,39,Men,College,0.5,0.09999999999999998,TW,1,Asia
d8a12d97,Footbridge,33,Men,College,1,0.5,TR,1,Asia
d8a12d97,Loop,33,Men,College,1,0.5,TR,1,Asia
d8a12d97,Switch,33,Men,College,1,0.5,TR,1,Asia
d8a5a567,Footbridge,21,Men,No College,0.77,0,AT,1,Europe
d8a5a567,Loop,21,Men,No College,0.77,0,AT,1,Europe
d8a5a567,Switch,21,Men,No College,0.77,0,AT,1,Europe
d8a5e9b2,Footbridge,24,Men,College,0.4,0.63,FR,0,Europe
d8a5e9b2,Loop,24,Men,College,0.4,0.63,FR,1,Europe
d8a5e9b2,Switch,24,Men,College,0.4,0.63,FR,0,Europe
d8a5edf5,Footbridge,45,Men,College,1,0,RU,0,Europe
d8a5edf5,Loop,45,Men,College,1,0,RU,1,Europe
d8a5edf5,Switch,45,Men,College,1,0,RU,1,Europe
d8a6ade2,Footbridge,23,Men,No College,0.5,0.5,DE,1,Europe
d8a6ade2,Loop,23,Men,No College,0.5,0.5,DE,1,Europe
d8a6ade2,Switch,23,Men,No College,0.5,0.5,DE,1,Europe
d8b12264,Footbridge,35,Women,College,0.62,0.67,BR,1,Americas
d8b12264,Loop,35,Women,College,0.62,0.67,BR,1,Americas
d8b12264,Switch,35,Women,College,0.62,0.67,BR,1,Americas
d8b3bb74,Footbridge,22,Men,College,0.5,0,TW,1,Asia
d8b3bb74,Loop,22,Men,College,0.5,0,TW,1,Asia
d8b3bb74,Switch,22,Men,College,0.5,0,TW,1,Asia
d8b47668,Footbridge,34,Women,College,0.9,0,US,0,Americas
d8b47668,Loop,34,Women,College,0.9,0,US,1,Americas
d8b47668,Switch,34,Women,College,0.9,0,US,1,Americas
d8b674bd,Footbridge,27,Men,No College,0.7,0,DE,1,Europe
d8b674bd,Loop,27,Men,No College,0.7,0,DE,0,Europe
d8b674bd,Switch,27,Men,No College,0.7,0,DE,1,Europe
d8b8dcc6,Footbridge,21,Men,College,0.66,0,SE,1,Europe
d8b8dcc6,Loop,21,Men,College,0.66,0,SE,1,Europe
d8b8dcc6,Switch,21,Men,College,0.66,0,SE,1,Europe
d8b99be5,Footbridge,37,Men,College,0.32,0.5,GB,0,Europe
d8b99be5,Loop,37,Men,College,0.32,0.5,GB,1,Europe
d8b99be5,Switch,37,Men,College,0.32,0.5,GB,1,Europe
d8bf0c37,Footbridge,48,Men,College,1,0,GB,1,Europe
d8bf0c37,Loop,48,Men,College,1,0,GB,1,Europe
d8bf0c37,Switch,48,Men,College,1,0,GB,1,Europe
d8c44cd8,Footbridge,18,Men,No College,0.63,0,US,0,Americas
d8c44cd8,Loop,18,Men,No College,0.63,0,US,0,Americas
d8c44cd8,Switch,18,Men,No College,0.63,0,US,0,Americas
d8c577e4,Footbridge,18,Men,College,0.78,0.5,TR,0,Asia
d8c577e4,Loop,18,Men,College,0.78,0.5,TR,1,Asia
d8c577e4,Switch,18,Men,College,0.78,0.5,TR,1,Asia
d8c67fe9,Footbridge,36,Women,College,1,0,FR,1,Europe
d8c67fe9,Loop,36,Women,College,1,0,FR,1,Europe
d8c67fe9,Switch,36,Women,College,1,0,FR,1,Europe
d8c74b7f,Footbridge,20,Men,College,0.5,0,UA,0,Europe
d8c74b7f,Loop,20,Men,College,0.5,0,UA,1,Europe
d8c74b7f,Switch,20,Men,College,0.5,0,UA,1,Europe
d8c7d22b,Footbridge,29,Women,College,0.49,0.75,FR,1,Europe
d8c7d22b,Loop,29,Women,College,0.49,0.75,FR,1,Europe
d8c7d22b,Switch,29,Women,College,0.49,0.75,FR,1,Europe
d8c9cd95,Footbridge,45,Men,College,1,0,DK,0,Europe
d8c9cd95,Loop,45,Men,College,1,0,DK,1,Europe
d8c9cd95,Switch,45,Men,College,1,0,DK,1,Europe
d8c9ef93,Footbridge,26,Men,College,0.5,0.5,MX,1,Americas
d8c9ef93,Loop,26,Men,College,0.5,0.5,MX,1,Americas
d8c9ef93,Switch,26,Men,College,0.5,0.5,MX,1,Americas
d8ca04e2,Footbridge,21,Men,College,0.5,0,DE,0,Europe
d8ca04e2,Loop,21,Men,College,0.5,0,DE,0,Europe
d8ca04e2,Switch,21,Men,College,0.5,0,DE,0,Europe
d8ca100b,Footbridge,26,Men,No College,0,1,FR,1,Europe
d8ca100b,Loop,26,Men,No College,0,1,FR,1,Europe
d8ca100b,Switch,26,Men,No College,0,1,FR,1,Europe
d8ce367f,Footbridge,21,Men,College,0.5,0,ES,0,Europe
d8ce367f,Loop,21,Men,College,0.5,0,ES,1,Europe
d8ce367f,Switch,21,Men,College,0.5,0,ES,1,Europe
d8ceeaa0,Footbridge,50,Women,College,0.5,0.5,US,0,Americas
d8ceeaa0,Loop,50,Women,College,0.5,0.5,US,0,Americas
d8ceeaa0,Switch,50,Women,College,0.5,0.5,US,1,Americas
d8d40b0d,Footbridge,50,Men,College,0.61,0.18,DE,1,Europe
d8d40b0d,Loop,50,Men,College,0.61,0.18,DE,1,Europe
d8d40b0d,Switch,50,Men,College,0.61,0.18,DE,1,Europe
d8d7b9b0,Footbridge,19,Men,No College,0.89,0,NL,1,Europe
d8d7b9b0,Loop,19,Men,No College,0.89,0,NL,1,Europe
d8d7b9b0,Switch,19,Men,No College,0.89,0,NL,1,Europe
d8dbaf28,Footbridge,25,Men,College,0.5,0.5,BR,1,Americas
d8dbaf28,Loop,25,Men,College,0.5,0.5,BR,1,Americas
d8dbaf28,Switch,25,Men,College,0.5,0.5,BR,1,Americas
d8dc0dfc,Footbridge,34,Women,No College,1,0,ES,0,Europe
d8dc0dfc,Loop,34,Women,No College,1,0,ES,1,Europe
d8dc0dfc,Switch,34,Women,No College,1,0,ES,1,Europe
d8dd263f,Footbridge,21,Men,College,0.14,0.58,FR,0,Europe
d8dd263f,Switch,21,Men,College,0.14,0.58,FR,1,Europe
d8dd7caf,Footbridge,27,Men,College,0.62,0,US,0,Americas
d8dd7caf,Loop,27,Men,College,0.62,0,US,0,Americas
d8dd7caf,Switch,27,Men,College,0.62,0,US,0,Americas
d8e03fa6,Footbridge,35,Men,College,0.59,0,MX,0,Americas
d8e03fa6,Loop,35,Men,College,0.59,0,MX,0,Americas
d8e03fa6,Switch,35,Men,College,0.59,0,MX,0,Americas
d8e14d06,Footbridge,18,Men,No College,0.61,0,GB,1,Europe
d8e14d06,Loop,18,Men,No College,0.61,0,GB,1,Europe
d8e14d06,Switch,18,Men,No College,0.61,0,GB,1,Europe
d8e1bd8c,Footbridge,21,Women,College,1,0,DE,0,Europe
d8e1bd8c,Loop,21,Women,College,1,0,DE,0,Europe
d8e1bd8c,Switch,21,Women,College,1,0,DE,0,Europe
d8e428fe,Footbridge,69,Men,No College,0,1,AU,1,Oc.
d8e428fe,Loop,69,Men,No College,0,1,AU,0,Oc.
d8e428fe,Switch,69,Men,No College,0,1,AU,0,Oc.
d8e44f68,Footbridge,21,Women,College,0.5,0.5,KZ,1,Asia
d8e44f68,Loop,21,Women,College,0.5,0.5,KZ,1,Asia
d8e44f68,Switch,21,Women,College,0.5,0.5,KZ,1,Asia
d8e6da78,Footbridge,21,Men,College,0.12,1,US,1,Americas
d8e6da78,Loop,21,Men,College,0.12,1,US,1,Americas
d8e6da78,Switch,21,Men,College,0.12,1,US,1,Americas
d8ebc2b8,Footbridge,35,Women,College,0.95,0.04,CO,1,Americas
d8ebc2b8,Loop,35,Women,College,0.95,0.04,CO,1,Americas
d8ebc2b8,Switch,35,Women,College,0.95,0.04,CO,1,Americas
d8ebe50f,Footbridge,21,Men,No College,0.73,1,JP,1,Asia
d8ebe50f,Loop,21,Men,No College,0.73,1,JP,1,Asia
d8ebe50f,Switch,21,Men,No College,0.73,1,JP,1,Asia
d8ec16cb,Footbridge,18,Men,No College,0.77,0,DE,1,Europe
d8ec16cb,Loop,18,Men,No College,0.77,0,DE,1,Europe
d8ec16cb,Switch,18,Men,No College,0.77,0,DE,1,Europe
d8f5331b,Footbridge,25,Men,College,0.68,0.82,CO,1,Americas
d8f5331b,Loop,25,Men,College,0.68,0.82,CO,1,Americas
d8f5331b,Switch,25,Men,College,0.68,0.82,CO,0,Americas
d8f90632,Footbridge,28,Women,College,0.8,0,FR,0,Europe
d8f90632,Loop,28,Women,College,0.8,0,FR,1,Europe
d8f90632,Switch,28,Women,College,0.8,0,FR,1,Europe
d8f9ffb2,Footbridge,18,Women,College,1,0,US,1,Americas
d8f9ffb2,Loop,18,Women,College,1,0,US,1,Americas
d8f9ffb2,Switch,18,Women,College,1,0,US,1,Americas
d902a475,Footbridge,44,Men,College,1,0.27,GB,1,Europe
d902a475,Loop,44,Men,College,1,0.27,GB,1,Europe
d902a475,Switch,44,Men,College,1,0.27,GB,1,Europe
d9046b97,Loop,18,Men,No College,0.85,0.15,US,1,Americas
d9046b97,Switch,18,Men,No College,0.85,0.15,US,1,Americas
d906eec5,Footbridge,23,Men,College,1,0,UA,1,Europe
d906eec5,Loop,23,Men,College,1,0,UA,1,Europe
d906eec5,Switch,23,Men,College,1,0,UA,1,Europe
d90ac394,Footbridge,36,Men,College,0.5,0.5,GB,1,Europe
d90ac394,Loop,36,Men,College,0.5,0.5,GB,1,Europe
d90ac394,Switch,36,Men,College,0.5,0.5,GB,1,Europe
d90f745a,Footbridge,46,Men,College,0.97,0,CZ,0,Europe
d90f745a,Loop,46,Men,College,0.97,0,CZ,0,Europe
d90f745a,Switch,46,Men,College,0.97,0,CZ,0,Europe
d91169ee,Footbridge,19,Men,No College,0.5,0.5,PH,0,Asia
d91169ee,Loop,19,Men,No College,0.5,0.5,PH,0,Asia
d91169ee,Switch,19,Men,No College,0.5,0.5,PH,0,Asia
d9136342,Footbridge,19,Men,College,0.44,0,UA,1,Europe
d9136342,Loop,19,Men,College,0.44,0,UA,1,Europe
d9136342,Switch,19,Men,College,0.44,0,UA,1,Europe
d915021a,Footbridge,21,Men,College,0.33,0,US,0,Americas
d915021a,Loop,21,Men,College,0.33,0,US,1,Americas
d915021a,Switch,21,Men,College,0.33,0,US,1,Americas
d91b9813,Footbridge,41,Women,College,0.5,0.5,EE,1,Europe
d91b9813,Loop,41,Women,College,0.5,0.5,EE,1,Europe
d91b9813,Switch,41,Women,College,0.5,0.5,EE,1,Europe
d91c55cb,Footbridge,45,Men,College,1,0,BE,1,Europe
d91c55cb,Loop,45,Men,College,1,0,BE,0,Europe
d91c55cb,Switch,45,Men,College,1,0,BE,1,Europe
d920cec9,Footbridge,18,Men,No College,0,1,CA,0,Americas
d920cec9,Loop,18,Men,No College,0,1,CA,1,Americas
d920cec9,Switch,18,Men,No College,0,1,CA,1,Americas
d92127e6,Footbridge,62,Men,No College,0.62,0,CA,0,Americas
d92127e6,Loop,62,Men,No College,0.62,0,CA,1,Americas
d92127e6,Switch,62,Men,No College,0.62,0,CA,1,Americas
d9225e6d,Footbridge,32,Men,College,1,0,RU,0,Europe
d9225e6d,Loop,32,Men,College,1,0,RU,0,Europe
d9225e6d,Switch,32,Men,College,1,0,RU,0,Europe
d922eb2f,Footbridge,24,Men,College,0.57,0,GR,0,Europe
d922eb2f,Loop,24,Men,College,0.57,0,GR,1,Europe
d922eb2f,Switch,24,Men,College,0.57,0,GR,1,Europe
d9238f13,Footbridge,34,Women,No College,0.57,0.04,DE,1,Europe
d9238f13,Loop,34,Women,No College,0.57,0.04,DE,1,Europe
d9238f13,Switch,34,Women,No College,0.57,0.04,DE,1,Europe
d92617e5,Footbridge,18,Men,College,0.84,0,US,0,Americas
d92617e5,Switch,18,Men,College,0.84,0,US,1,Americas
d9262ed8,Footbridge,20,Men,College,0.08,0.54,FR,0,Europe
d9262ed8,Loop,20,Men,College,0.08,0.54,FR,1,Europe
d9262ed8,Switch,20,Men,College,0.08,0.54,FR,1,Europe
d92f31c8,Footbridge,39,Men,College,0.5,0,NL,1,Europe
d92f31c8,Loop,39,Men,College,0.5,0,NL,1,Europe
d92f31c8,Switch,39,Men,College,0.5,0,NL,1,Europe
d9344caf,Footbridge,18,Women,No College,0.4,0.58,GB,0,Europe
d9344caf,Loop,18,Women,No College,0.4,0.58,GB,1,Europe
d9344caf,Switch,18,Women,No College,0.4,0.58,GB,1,Europe
d935d58e,Footbridge,21,Men,College,1,1,IT,1,Europe
d935d58e,Loop,21,Men,College,1,1,IT,1,Europe
d935d58e,Switch,21,Men,College,1,1,IT,1,Europe
d93c663b,Footbridge,20,Women,No College,1,0,CA,1,Americas
d93c663b,Loop,20,Women,No College,1,0,CA,1,Americas
d93c663b,Switch,20,Women,No College,1,0,CA,1,Americas
d93d0927,Loop,19,Women,No College,0.35,0.66,RU,0,Europe
d93d0927,Switch,19,Women,No College,0.35,0.66,RU,1,Europe
d942cf82,Footbridge,19,Men,No College,0.81,0.5,BR,0,Americas
d942cf82,Loop,19,Men,No College,0.81,0.5,BR,1,Americas
d942cf82,Switch,19,Men,No College,0.81,0.5,BR,1,Americas
d943cd30,Footbridge,34,Women,No College,0.84,0,JP,0,Asia
d943cd30,Loop,34,Women,No College,0.84,0,JP,0,Asia
d943cd30,Switch,34,Women,No College,0.84,0,JP,0,Asia
d946bf78,Footbridge,25,Men,College,0.81,1,US,1,Americas
d946bf78,Loop,25,Men,College,0.81,1,US,1,Americas
d946bf78,Switch,25,Men,College,0.81,1,US,1,Americas
d94cd737,Footbridge,23,Men,College,0.64,0,BE,0,Europe
d94cd737,Loop,23,Men,College,0.64,0,BE,0,Europe
d94cd737,Switch,23,Men,College,0.64,0,BE,1,Europe
d94feead,Footbridge,22,Men,College,1,0,BY,0,Europe
d94feead,Loop,22,Men,College,1,0,BY,0,Europe
d94feead,Switch,22,Men,College,1,0,BY,0,Europe
d951acc4,Footbridge,31,Women,College,1,0,MX,0,Americas
d951acc4,Loop,31,Women,College,1,0,MX,0,Americas
d951acc4,Switch,31,Women,College,1,0,MX,0,Americas
d954ffd5,Footbridge,18,Men,No College,0.53,0.46,DK,1,Europe
d954ffd5,Loop,18,Men,No College,0.53,0.46,DK,1,Europe
d954ffd5,Switch,18,Men,No College,0.53,0.46,DK,1,Europe
d958bd44,Footbridge,31,Men,College,0.73,0,NO,0,Europe
d958bd44,Loop,31,Men,College,0.73,0,NO,1,Europe
d958bd44,Switch,31,Men,College,0.73,0,NO,1,Europe
d95906bf,Footbridge,27,Men,College,1,0,AU,0,Oc.
d95906bf,Loop,27,Men,College,1,0,AU,1,Oc.
d95906bf,Switch,27,Men,College,1,0,AU,1,Oc.
d9593269,Footbridge,62,Men,College,0.78,0.16,US,1,Americas
d9593269,Loop,62,Men,College,0.78,0.16,US,0,Americas
d9593269,Switch,62,Men,College,0.78,0.16,US,1,Americas
d95c641a,Footbridge,34,Men,No College,0.83,0,DE,0,Europe
d95c641a,Loop,34,Men,No College,0.83,0,DE,1,Europe
d95c641a,Switch,34,Men,No College,0.83,0,DE,1,Europe
d95fe901,Loop,33,Men,College,0.63,0.44,AR,1,Americas
d95fe901,Switch,33,Men,College,0.63,0.44,AR,1,Americas
d96294ef,Footbridge,37,Men,College,0.5,0.5,US,1,Americas
d96294ef,Loop,37,Men,College,0.5,0.5,US,1,Americas
d96294ef,Switch,37,Men,College,0.5,0.5,US,1,Americas
d966dd23,Footbridge,25,Women,College,0.5,0.55,FR,0,Europe
d966dd23,Loop,25,Women,College,0.5,0.55,FR,1,Europe
d966dd23,Switch,25,Women,College,0.5,0.55,FR,1,Europe
d968b0f7,Footbridge,26,Men,College,0.67,0.13,AU,0,Oc.
d968b0f7,Loop,26,Men,College,0.67,0.13,AU,1,Oc.
d968b0f7,Switch,26,Men,College,0.67,0.13,AU,1,Oc.
d96b2f30,Footbridge,18,Women,No College,0.5,0.14,HU,0,Europe
d96b2f30,Loop,18,Women,No College,0.5,0.14,HU,1,Europe
d96b2f30,Switch,18,Women,No College,0.5,0.14,HU,1,Europe
d96de574,Footbridge,22,Men,College,0.8,0,DE,1,Europe
d96de574,Loop,22,Men,College,0.8,0,DE,0,Europe
d96de574,Switch,22,Men,College,0.8,0,DE,1,Europe
d970e419,Footbridge,18,Women,No College,0.93,0,US,0,Americas
d970e419,Loop,18,Women,No College,0.93,0,US,1,Americas
d970e419,Switch,18,Women,No College,0.93,0,US,1,Americas
d971229d,Footbridge,24,Men,College,0.77,0,BY,0,Europe
d971229d,Loop,24,Men,College,0.77,0,BY,1,Europe
d971229d,Switch,24,Men,College,0.77,0,BY,1,Europe
d9791b5d,Footbridge,26,Men,College,0.98,0.04,RU,1,Europe
d9791b5d,Loop,26,Men,College,0.98,0.04,RU,0,Europe
d9791b5d,Switch,26,Men,College,0.98,0.04,RU,1,Europe
d97d7789,Footbridge,22,Women,College,1,0.5,FR,1,Europe
d97d7789,Loop,22,Women,College,1,0.5,FR,1,Europe
d97d7789,Switch,22,Women,College,1,0.5,FR,1,Europe
d97dc7cb,Footbridge,23,Men,College,0.51,0.55,BR,1,Americas
d97dc7cb,Loop,23,Men,College,0.51,0.55,BR,1,Americas
d97dc7cb,Switch,23,Men,College,0.51,0.55,BR,1,Americas
d97f146a,Footbridge,42,Women,No College,0.85,0.61,DE,0,Europe
d97f146a,Loop,42,Women,No College,0.85,0.61,DE,1,Europe
d97f146a,Switch,42,Women,No College,0.85,0.61,DE,1,Europe
d9887b6f,Footbridge,18,Men,No College,0.51,0,US,0,Americas
d9887b6f,Loop,18,Men,No College,0.51,0,US,0,Americas
d9887b6f,Switch,18,Men,No College,0.51,0,US,0,Americas
d98f65d1,Footbridge,36,Men,College,1,0,MX,0,Americas
d98f65d1,Loop,36,Men,College,1,0,MX,1,Americas
d98f65d1,Switch,36,Men,College,1,0,MX,1,Americas
d9944267,Footbridge,43,Men,College,0.5,0.5,FR,1,Europe
d9944267,Loop,43,Men,College,0.5,0.5,FR,1,Europe
d9944267,Switch,43,Men,College,0.5,0.5,FR,1,Europe
d9994554,Footbridge,30,Men,College,0.72,0.19,US,1,Americas
d9994554,Loop,30,Men,College,0.72,0.19,US,1,Americas
d9994554,Switch,30,Men,College,0.72,0.19,US,1,Americas
d99bf6e9,Footbridge,38,Men,College,0.8,0.18,US,1,Americas
d99bf6e9,Loop,38,Men,College,0.8,0.18,US,1,Americas
d99bf6e9,Switch,38,Men,College,0.8,0.18,US,1,Americas
d9a46498,Footbridge,27,Men,College,0.7,0.11,FR,0,Europe
d9a46498,Loop,27,Men,College,0.7,0.11,FR,1,Europe
d9a46498,Switch,27,Men,College,0.7,0.11,FR,1,Europe
d9a60091,Footbridge,35,Men,No College,0.5,0.02,AU,0,Oc.
d9a60091,Switch,35,Men,No College,0.5,0.02,AU,1,Oc.
d9ad006b,Footbridge,18,Women,No College,0.8,0,AU,0,Oc.
d9ad006b,Loop,18,Women,No College,0.8,0,AU,1,Oc.
d9ad006b,Switch,18,Women,No College,0.8,0,AU,1,Oc.
d9adceab,Footbridge,19,Men,No College,0.87,0,US,1,Americas
d9adceab,Loop,19,Men,No College,0.87,0,US,1,Americas
d9adceab,Switch,19,Men,No College,0.87,0,US,1,Americas
d9ae63de,Footbridge,22,Men,College,1,0,SK,0,Europe
d9ae63de,Loop,22,Men,College,1,0,SK,0,Europe
d9ae63de,Switch,22,Men,College,1,0,SK,0,Europe
d9b6a9b6,Footbridge,19,Women,College,0.87,0.86,BE,0,Europe
d9b6a9b6,Loop,19,Women,College,0.87,0.86,BE,1,Europe
d9b73695,Footbridge,24,Men,College,0.71,0,US,0,Americas
d9b73695,Loop,24,Men,College,0.71,0,US,1,Americas
d9b73695,Switch,24,Men,College,0.71,0,US,1,Americas
d9c16bc0,Footbridge,23,Women,College,0.5,0.29,FR,0,Europe
d9c16bc0,Loop,23,Women,College,0.5,0.29,FR,1,Europe
d9c16bc0,Switch,23,Women,College,0.5,0.29,FR,1,Europe
d9c16c8c,Footbridge,65,Men,College,0.67,0.66,US,1,Americas
d9c16c8c,Loop,65,Men,College,0.67,0.66,US,1,Americas
d9c16c8c,Switch,65,Men,College,0.67,0.66,US,1,Americas
d9c3e2cf,Footbridge,26,Men,College,0.62,0,CH,1,Europe
d9c3e2cf,Loop,26,Men,College,0.62,0,CH,1,Europe
d9c3e2cf,Switch,26,Men,College,0.62,0,CH,1,Europe
d9ca3606,Footbridge,57,Men,College,0.22,0.68,BR,1,Americas
d9ca3606,Loop,57,Men,College,0.22,0.68,BR,1,Americas
d9ca3606,Switch,57,Men,College,0.22,0.68,BR,1,Americas
d9d1ed00,Footbridge,22,Men,College,1,0,GB,0,Europe
d9d1ed00,Loop,22,Men,College,1,0,GB,1,Europe
d9d1ed00,Switch,22,Men,College,1,0,GB,1,Europe
d9d54413,Footbridge,22,Women,No College,1,0,DE,1,Europe
d9d54413,Loop,22,Women,No College,1,0,DE,1,Europe
d9d54413,Switch,22,Women,No College,1,0,DE,1,Europe
d9d55b94,Footbridge,35,Men,College,0.8,0.5,DE,0,Europe
d9d55b94,Loop,35,Men,College,0.8,0.5,DE,1,Europe
d9d55b94,Switch,35,Men,College,0.8,0.5,DE,1,Europe
d9d66791,Footbridge,30,Men,College,0.6,0,DE,0,Europe
d9d66791,Loop,30,Men,College,0.6,0,DE,0,Europe
d9d66791,Switch,30,Men,College,0.6,0,DE,0,Europe
d9d7131a,Footbridge,20,Women,College,0.8,0.1,MX,1,Americas
d9d7131a,Loop,20,Women,College,0.8,0.1,MX,1,Americas
d9d7131a,Switch,20,Women,College,0.8,0.1,MX,1,Americas
d9dbf74d,Footbridge,28,Men,No College,0.73,0.04,CA,1,Americas
d9dbf74d,Loop,28,Men,No College,0.73,0.04,CA,1,Americas
d9dbf74d,Switch,28,Men,No College,0.73,0.04,CA,1,Americas
d9de8b83,Footbridge,26,Men,College,0.5,0,BR,1,Americas
d9de8b83,Loop,26,Men,College,0.5,0,BR,1,Americas
d9de8b83,Switch,26,Men,College,0.5,0,BR,1,Americas
d9e248a7,Footbridge,22,Women,College,0.5,0.27,IE,1,Europe
d9e248a7,Loop,22,Women,College,0.5,0.27,IE,0,Europe
d9e248a7,Switch,22,Women,College,0.5,0.27,IE,1,Europe
d9ebc39e,Footbridge,36,Men,No College,1,0,NL,0,Europe
d9ebc39e,Loop,36,Men,No College,1,0,NL,1,Europe
d9ebc39e,Switch,36,Men,No College,1,0,NL,1,Europe
d9ecc226,Footbridge,23,Men,College,0.5,0.5,CO,1,Americas
d9ecc226,Loop,23,Men,College,0.5,0.5,CO,1,Americas
d9ecc226,Switch,23,Men,College,0.5,0.5,CO,1,Americas
d9f0cd5a,Footbridge,51,Men,College,0.79,0.64,DE,0,Europe
d9f0cd5a,Loop,51,Men,College,0.79,0.64,DE,1,Europe
d9f0cd5a,Switch,51,Men,College,0.79,0.64,DE,1,Europe
d9f15b3e,Footbridge,33,Men,College,0.21,1,DE,0,Europe
d9f15b3e,Loop,33,Men,College,0.21,1,DE,0,Europe
d9f15b3e,Switch,33,Men,College,0.21,1,DE,1,Europe
d9fc7229,Switch,22,Women,College,1,0.1,DE,1,Europe
d9fc7229,Switch,23,Men,College,0.8,0.15,DE,1,Europe
d9fedbb2,Footbridge,19,Women,College,0.5,0,GB,0,Europe
d9fedbb2,Loop,19,Women,College,0.5,0,GB,0,Europe
d9fedbb2,Switch,19,Women,College,0.5,0,GB,1,Europe
da008293,Footbridge,36,Women,College,0.5,0.09,RU,1,Europe
da008293,Loop,36,Women,College,0.5,0.09,RU,1,Europe
da008293,Switch,36,Women,College,0.5,0.09,RU,1,Europe
da01180a,Footbridge,27,Women,No College,0.4,0.84,BR,1,Americas
da01180a,Loop,27,Women,No College,0.4,0.84,BR,1,Americas
da01180a,Switch,27,Women,No College,0.4,0.84,BR,1,Americas
da08d079,Footbridge,19,Women,No College,0.5,0.1,DE,1,Europe
da08d079,Loop,19,Women,No College,0.5,0.1,DE,1,Europe
da08d079,Switch,19,Women,No College,0.5,0.1,DE,1,Europe
da096e61,Footbridge,18,Men,No College,0.15,0.74,CN,1,Asia
da096e61,Loop,18,Men,No College,0.15,0.74,CN,1,Asia
da096e61,Switch,18,Men,No College,0.15,0.74,CN,1,Asia
da0ccfc0,Footbridge,20,Women,College,0.56,0.14,RU,1,Europe
da0ccfc0,Loop,20,Women,College,0.56,0.14,RU,0,Europe
da0ccfc0,Switch,20,Women,College,0.56,0.14,RU,1,Europe
da0f1038,Footbridge,20,Women,College,0.77,0,US,1,Americas
da0f1038,Loop,20,Women,College,0.77,0,US,1,Americas
da0f1038,Switch,20,Women,College,0.77,0,US,1,Americas
da0fdd8d,Footbridge,25,Men,College,0.32,0.33,FR,0,Europe
da0fdd8d,Loop,25,Men,College,0.32,0.33,FR,1,Europe
da0fdd8d,Switch,25,Men,College,0.32,0.33,FR,1,Europe
da1010fd,Footbridge,21,Women,College,1,0,RU,0,Europe
da1010fd,Loop,21,Women,College,1,0,RU,1,Europe
da1010fd,Switch,21,Women,College,1,0,RU,1,Europe
da13b9e0,Footbridge,18,Men,College,0.5,0.82,US,1,Americas
da13b9e0,Loop,18,Men,College,0.5,0.82,US,1,Americas
da13b9e0,Switch,18,Men,College,0.5,0.82,US,1,Americas
da1cf948,Footbridge,34,Men,No College,0.84,0,SE,1,Europe
da1cf948,Loop,34,Men,No College,0.84,0,SE,1,Europe
da1cf948,Switch,34,Men,No College,0.84,0,SE,1,Europe
da1f01fd,Footbridge,25,Men,College,1,0.08,IT,1,Europe
da1f01fd,Loop,25,Men,College,1,0.08,IT,1,Europe
da1f01fd,Switch,25,Men,College,1,0.08,IT,1,Europe
da204336,Footbridge,37,Men,College,0.77,0.5,AR,0,Americas
da204336,Loop,37,Men,College,0.77,0.5,AR,1,Americas
da204336,Switch,37,Men,College,0.77,0.5,AR,1,Americas
da22e8ab,Footbridge,47,Men,College,1,0,VN,0,Asia
da22e8ab,Loop,47,Men,College,1,0,VN,0,Asia
da22e8ab,Switch,47,Men,College,1,0,VN,1,Asia
da2588e1,Footbridge,35,Men,College,0.98,0.08,FR,0,Europe
da2588e1,Loop,35,Men,College,0.98,0.08,FR,1,Europe
da2588e1,Switch,35,Men,College,0.98,0.08,FR,1,Europe
da2648ab,Footbridge,21,Women,No College,1,0.5,US,0,Americas
da2648ab,Loop,21,Women,No College,1,0.5,US,0,Americas
da2648ab,Switch,21,Women,No College,1,0.5,US,1,Americas
da286c5a,Footbridge,24,Women,College,0.65,0.56,IR,1,Asia
da286c5a,Loop,24,Women,College,0.65,0.56,IR,0,Asia
da286c5a,Switch,24,Women,College,0.65,0.56,IR,1,Asia
da2ad9a3,Footbridge,21,Men,No College,1,0,FR,0,Europe
da2ad9a3,Loop,21,Men,No College,1,0,FR,1,Europe
da2ad9a3,Switch,21,Men,No College,1,0,FR,1,Europe
da2db90b,Footbridge,24,Men,College,1,0,DE,0,Europe
da2db90b,Loop,24,Men,College,1,0,DE,0,Europe
da2db90b,Switch,24,Men,College,1,0,DE,0,Europe
da2febc5,Footbridge,34,Men,College,0.79,0.74,BR,0,Americas
da2febc5,Loop,34,Men,College,0.79,0.74,BR,1,Americas
