UserIP_Anonymized,Scenario,survey.age,survey.gender,survey.education,survey.political,survey.religious,country_code,Outcome,Continent
4fd2ddce,Footbridge,44,Men,College,0.5,0.59,GR,1,Europe
4fd2ddce,Loop,44,Men,College,0.5,0.59,GR,1,Europe
4fd2ddce,Switch,44,Men,College,0.5,0.59,GR,1,Europe
4fd3b68d,Footbridge,43,Men,College,0.19,0.47,DE,0,Europe
4fd3b68d,Loop,43,Men,College,0.19,0.47,DE,1,Europe
4fd3b68d,Switch,43,Men,College,0.19,0.47,DE,1,Europe
4fd46b60,Footbridge,19,Men,College,0.5,0,GB,0,Europe
4fd46b60,Loop,19,Men,College,0.5,0,GB,0,Europe
4fd46b60,Switch,19,Men,College,0.5,0,GB,0,Europe
4fd590a7,Footbridge,19,Men,No College,0.5,0,US,1,Americas
4fd590a7,Loop,19,Men,No College,0.5,0,US,1,Americas
4fd590a7,Switch,19,Men,No College,0.5,0,US,1,Americas
4fd64f83,Footbridge,26,Men,College,0.58,0,CN,1,Asia
4fd64f83,Loop,26,Men,College,0.58,0,CN,1,Asia
4fd64f83,Switch,26,Men,College,0.58,0,CN,1,Asia
4fdf21d2,Footbridge,30,Women,College,0.71,0,BG,1,Europe
4fdf21d2,Loop,30,Women,College,0.71,0,BG,1,Europe
4fdf21d2,Switch,30,Women,College,0.71,0,BG,1,Europe
4fe00894,Footbridge,27,Women,No College,0.56,0.5,CL,0,Americas
4fe00894,Loop,27,Women,No College,0.56,0.5,CL,0,Americas
4fe00894,Switch,27,Women,No College,0.56,0.5,CL,1,Americas
4fe3dd93,Footbridge,18,Men,No College,0.5,0,US,0,Americas
4fe3dd93,Loop,18,Men,No College,0.5,0,US,1,Americas
4fe3dd93,Switch,18,Men,No College,0.5,0,US,1,Americas
4fe726f2,Footbridge,41,Men,College,0.79,0,ES,0,Europe
4fe726f2,Loop,41,Men,College,0.79,0,ES,1,Europe
4fe8f5e7,Footbridge,27,Men,College,0.78,0.24,RU,0,Europe
4fe8f5e7,Loop,27,Men,College,0.78,0.24,RU,0,Europe
4fe8f5e7,Switch,27,Men,College,0.78,0.24,RU,0,Europe
4fe94dc8,Footbridge,30,Women,College,0.54,0.26,TW,0,Asia
4fe94dc8,Loop,30,Women,College,0.54,0.26,TW,0,Asia
4fe94dc8,Switch,30,Women,College,0.54,0.26,TW,1,Asia
4fe9f5f5,Footbridge,20,Men,College,0.79,0.45,TR,1,Asia
4fe9f5f5,Loop,20,Men,College,0.79,0.45,TR,1,Asia
4fe9f5f5,Switch,20,Men,College,0.79,0.45,TR,1,Asia
4feee31c,Footbridge,37,Men,College,0.6,0.75,ID,1,Asia
4feee31c,Loop,37,Men,College,0.6,0.75,ID,1,Asia
4feee31c,Switch,37,Men,College,0.6,0.75,ID,1,Asia
4ff0f66b,Footbridge,34,Men,College,0.07,0.8,US,0,Americas
4ff0f66b,Loop,34,Men,College,0.07,0.8,US,1,Americas
4ff0f66b,Switch,34,Men,College,0.07,0.8,US,1,Americas
4ff37f52,Footbridge,30,Women,College,0.8,0,GB,0,Europe
4ff37f52,Loop,30,Women,College,0.8,0,GB,1,Europe
4ff37f52,Switch,30,Women,College,0.8,0,GB,1,Europe
4ff6a16a,Footbridge,22,Men,College,0.74,0,CA,0,Americas
4ff6a16a,Loop,22,Men,College,0.74,0,CA,1,Americas
4ff6a16a,Switch,22,Men,College,0.74,0,CA,1,Americas
4ff8dd6d,Footbridge,18,Men,College,0.25,0,SE,0,Europe
4ff8dd6d,Loop,18,Men,College,0.25,0,SE,1,Europe
4ffc584e,Footbridge,20,Men,College,0.76,0.1,GB,0,Europe
4ffc584e,Loop,20,Men,College,0.76,0.1,GB,1,Europe
4ffc584e,Switch,20,Men,College,0.76,0.1,GB,1,Europe
500068a4,Footbridge,20,Men,No College,0.83,0,US,0,Americas
500068a4,Loop,20,Men,No College,0.83,0,US,0,Americas
500068a4,Switch,20,Men,No College,0.83,0,US,0,Americas
50085a7d,Footbridge,26,Men,College,1,0,GB,1,Europe
50085a7d,Loop,26,Men,College,1,0,GB,1,Europe
50085a7d,Switch,26,Men,College,1,0,GB,1,Europe
500b1d15,Loop,41,Men,No College,0.68,0.1,DE,1,Europe
500b1d15,Switch,41,Men,No College,0.68,0.1,DE,1,Europe
500bf1bd,Footbridge,24,Men,College,1,0,AT,0,Europe
500bf1bd,Loop,24,Men,College,1,0,AT,1,Europe
500ed2a4,Footbridge,26,Men,College,0.74,0.25,TW,0,Asia
500ed2a4,Loop,26,Men,College,0.74,0.25,TW,0,Asia
500ed2a4,Switch,26,Men,College,0.74,0.25,TW,0,Asia
500f5cca,Loop,20,Men,College,0.5,0.8,SK,0,Europe
500f5cca,Switch,20,Men,College,0.5,0.8,SK,0,Europe
50156f9f,Footbridge,21,Men,College,0.5,0,HU,0,Europe
50156f9f,Loop,21,Men,College,0.5,0,HU,1,Europe
50156f9f,Switch,21,Men,College,0.5,0,HU,1,Europe
5017cce7,Footbridge,38,Men,College,0.95,0,FR,1,Europe
5017cce7,Loop,38,Men,College,0.95,0,FR,1,Europe
5017cce7,Switch,38,Men,College,0.95,0,FR,1,Europe
5021f0bf,Footbridge,19,Men,No College,0,0.66,KZ,0,Asia
5021f0bf,Loop,19,Men,No College,0,0.66,KZ,1,Asia
5021f0bf,Switch,19,Men,No College,0,0.66,KZ,1,Asia
5022f2ff,Footbridge,69,Women,College,0,1,GB,1,Europe
5022f2ff,Loop,69,Women,College,0,1,GB,1,Europe
5022f2ff,Switch,69,Women,College,0,1,GB,1,Europe
5023cc5b,Footbridge,25,Men,College,0.24,0.77,FR,0,Europe
5023cc5b,Loop,25,Men,College,0.24,0.77,FR,0,Europe
5023cc5b,Switch,25,Men,College,0.24,0.77,FR,0,Europe
502e2d0d,Footbridge,18,Men,College,1,0,BY,0,Europe
502e2d0d,Loop,18,Men,College,1,0,BY,1,Europe
502e2d0d,Switch,18,Men,College,1,0,BY,0,Europe
50308165,Footbridge,26,Women,No College,1,0,DE,0,Europe
50308165,Loop,26,Women,No College,1,0,DE,1,Europe
50308165,Switch,26,Women,No College,1,0,DE,1,Europe
503539b7,Footbridge,23,Men,College,0.49,0,BE,0,Europe
503539b7,Loop,23,Men,College,0.49,0,BE,0,Europe
503539b7,Switch,23,Men,College,0.49,0,BE,0,Europe
5037e1e5,Footbridge,36,Men,College,1,0,CA,0,Americas
5037e1e5,Loop,36,Men,College,1,0,CA,1,Americas
5037e1e5,Switch,36,Men,College,1,0,CA,1,Americas
503b008b,Footbridge,19,Men,No College,0.5,0,BR,0,Americas
503b008b,Loop,19,Men,No College,0.5,0,BR,1,Americas
503b008b,Switch,19,Men,No College,0.5,0,BR,1,Americas
50440283,Footbridge,23,Women,College,0.72,0,FR,0,Europe
50440283,Loop,23,Women,College,0.72,0,FR,1,Europe
50440283,Switch,23,Women,College,0.72,0,FR,1,Europe
504b1b67,Footbridge,20,Women,College,0.5,0.77,US,1,Americas
504b1b67,Loop,20,Women,College,0.5,0.77,US,1,Americas
504b1b67,Switch,20,Women,College,0.5,0.77,US,1,Americas
504f70d4,Footbridge,30,Men,College,1,0.25,MX,1,Americas
504f70d4,Loop,30,Men,College,1,0.25,MX,1,Americas
504f70d4,Switch,30,Men,College,1,0.25,MX,1,Americas
5053a479,Loop,20,Men,College,0.29,0.5,PL,1,Europe
5053a479,Switch,20,Men,College,0.29,0.5,PL,1,Europe
5053ecf3,Footbridge,19,Women,No College,0.64,0,FR,0,Europe
5053ecf3,Loop,19,Women,No College,0.64,0,FR,0,Europe
5053ecf3,Switch,19,Women,No College,0.64,0,FR,1,Europe
505987c3,Footbridge,21,Men,College,0.74,0,GB,1,Europe
505987c3,Loop,21,Men,College,0.74,0,GB,1,Europe
505987c3,Switch,21,Men,College,0.74,0,GB,1,Europe
505e8003,Footbridge,24,Men,College,1,0,FR,0,Europe
505e8003,Loop,24,Men,College,1,0,FR,0,Europe
505e8003,Switch,24,Men,College,1,0,FR,0,Europe
5061935a,Footbridge,21,Women,College,1,0,ES,1,Europe
5061935a,Loop,21,Women,College,1,0,ES,1,Europe
5061935a,Switch,21,Women,College,1,0,ES,1,Europe
50619689,Footbridge,23,Men,College,0,1,DE,1,Europe
50619689,Loop,23,Men,College,0,1,DE,1,Europe
50619689,Switch,23,Men,College,0,1,DE,1,Europe
506229a4,Footbridge,23,Men,College,0.81,0.11,US,1,Americas
506229a4,Loop,23,Men,College,0.81,0.11,US,1,Americas
506229a4,Switch,23,Men,College,0.81,0.11,US,1,Americas
50638bde,Footbridge,20,Women,College,0.28,0.84,TR,1,Asia
50638bde,Loop,20,Women,College,0.28,0.84,TR,1,Asia
50638bde,Switch,20,Women,College,0.28,0.84,TR,0,Asia
506b44e4,Footbridge,21,Women,No College,0.6,0.5,US,0,Americas
506b44e4,Loop,21,Women,No College,0.6,0.5,US,0,Americas
506b44e4,Switch,21,Women,No College,0.6,0.5,US,0,Americas
506b7350,Footbridge,40,Men,College,1,0,FR,1,Europe
506b7350,Loop,40,Men,College,1,0,FR,1,Europe
506b7350,Switch,40,Men,College,1,0,FR,1,Europe
506f19ee,Footbridge,26,Men,College,0.87,0,DE,1,Europe
506f19ee,Loop,26,Men,College,0.87,0,DE,1,Europe
506f19ee,Switch,26,Men,College,0.87,0,DE,1,Europe
507541c4,Footbridge,25,Men,College,0.17,0.09999999999999998,CN,0,Asia
507541c4,Loop,25,Men,College,0.17,0.09999999999999998,CN,1,Asia
507541c4,Switch,25,Men,College,0.17,0.09999999999999998,CN,1,Asia
50766406,Switch,18,Men,College,0.82,0,MX,1,Americas
5077b355,Footbridge,18,Women,College,0.5,0.04,IM,1,Europe
5077b355,Loop,18,Women,College,0.5,0.04,IM,1,Europe
5077b355,Switch,18,Women,College,0.5,0.04,IM,1,Europe
507c1fcc,Footbridge,30,Men,College,1,0,KZ,0,Asia
507c1fcc,Loop,30,Men,College,1,0,KZ,1,Asia
507c1fcc,Switch,30,Men,College,1,0,KZ,1,Asia
507f20a3,Footbridge,33,Women,College,1,0,US,1,Americas
507f20a3,Loop,33,Women,College,1,0,US,1,Americas
507f20a3,Switch,33,Women,College,1,0,US,1,Americas
50816b00,Footbridge,49,Men,College,0.5,0,NO,1,Europe
50816b00,Loop,49,Men,College,0.5,0,NO,1,Europe
50816b00,Switch,49,Men,College,0.5,0,NO,1,Europe
508546b3,Footbridge,27,Men,College,0.75,0.22,TR,1,Asia
508546b3,Loop,27,Men,College,0.75,0.22,TR,1,Asia
508546b3,Switch,27,Men,College,0.75,0.22,TR,1,Asia
50862454,Footbridge,32,Men,College,1,0,DE,0,Europe
50862454,Loop,32,Men,College,1,0,DE,0,Europe
50862454,Switch,32,Men,College,1,0,DE,0,Europe
508ad783,Footbridge,48,Men,College,0.27,0,US,1,Americas
508ad783,Loop,48,Men,College,0.27,0,US,1,Americas
508ad783,Switch,48,Men,College,0.27,0,US,1,Americas
508ea65a,Footbridge,19,Men,College,0.46,0,JE,1,Europe
508ea65a,Loop,19,Men,College,0.46,0,JE,1,Europe
508ea65a,Switch,19,Men,College,0.46,0,JE,1,Europe
50901481,Footbridge,38,Men,College,0.33,0,DE,1,Europe
50901481,Loop,38,Men,College,0.33,0,DE,1,Europe
50901481,Switch,38,Men,College,0.33,0,DE,1,Europe
5093e5c6,Footbridge,25,Men,College,0.5,0.5,US,0,Americas
5093e5c6,Loop,25,Men,College,0.5,0.5,US,0,Americas
5093e5c6,Switch,25,Men,College,0.5,0.5,US,0,Americas
5094c493,Footbridge,18,Men,College,0.26,0.23,BR,0,Americas
5094c493,Loop,18,Men,College,0.26,0.23,BR,0,Americas
5094c493,Switch,18,Men,College,0.26,0.23,BR,0,Americas
5095c2a7,Footbridge,27,Men,College,0.41,0.33,DE,0,Europe
5095c2a7,Loop,27,Men,College,0.41,0.33,DE,1,Europe
5095c2a7,Switch,27,Men,College,0.41,0.33,DE,1,Europe
509978d4,Footbridge,18,Men,No College,0.5,0.5,FR,1,Europe
509978d4,Loop,18,Men,No College,0.5,0.5,FR,1,Europe
509978d4,Switch,18,Men,No College,0.5,0.5,FR,0,Europe
509a667d,Footbridge,32,Men,College,0.92,0.5,DK,1,Europe
509a667d,Loop,32,Men,College,0.92,0.5,DK,1,Europe
509a667d,Switch,32,Men,College,0.92,0.5,DK,1,Europe
509a910b,Footbridge,23,Men,College,1,0,US,1,Americas
509a910b,Loop,23,Men,College,1,0,US,1,Americas
509a910b,Switch,23,Men,College,1,0,US,1,Americas
509cc1d3,Footbridge,18,Men,No College,0.77,0.18,PH,0,Asia
509cc1d3,Loop,18,Men,No College,0.77,0.18,PH,0,Asia
509cc1d3,Switch,18,Men,No College,0.77,0.18,PH,1,Asia
50a24ee3,Footbridge,28,Men,College,0.59,0.83,US,0,Americas
50a24ee3,Loop,28,Men,College,0.59,0.83,US,0,Americas
50a24ee3,Switch,28,Men,College,0.59,0.83,US,0,Americas
50a61786,Footbridge,33,Women,College,0.5,0.53,NL,0,Europe
50a61786,Loop,33,Women,College,0.5,0.53,NL,1,Europe
50a61786,Switch,33,Women,College,0.5,0.53,NL,1,Europe
50af979a,Footbridge,22,Men,College,0.59,0.4,MY,1,Asia
50af979a,Loop,22,Men,College,0.59,0.4,MY,0,Asia
50af979a,Switch,22,Men,College,0.59,0.4,MY,0,Asia
50b49d15,Footbridge,43,Men,College,1,0,FR,0,Europe
50b49d15,Loop,43,Men,College,1,0,FR,1,Europe
50b49d15,Switch,43,Men,College,1,0,FR,1,Europe
50b7afcb,Footbridge,32,Men,College,0.57,0.5,US,1,Americas
50b7afcb,Loop,32,Men,College,0.57,0.5,US,1,Americas
50b7afcb,Switch,32,Men,College,0.57,0.5,US,1,Americas
50bb6b7b,Footbridge,28,Men,No College,0,1,PL,1,Europe
50bb6b7b,Loop,28,Men,No College,0,1,PL,1,Europe
50bb6b7b,Switch,28,Men,No College,0,1,PL,0,Europe
50bdf112,Footbridge,30,Men,College,0.5,0.77,US,0,Americas
50bdf112,Loop,30,Men,College,0.5,0.77,US,1,Americas
50bdf112,Switch,30,Men,College,0.5,0.77,US,1,Americas
50c286c3,Footbridge,30,Women,College,0.82,0.14,ES,1,Europe
50c286c3,Loop,30,Women,College,0.82,0.14,ES,1,Europe
50c592b2,Footbridge,20,Women,College,0.76,0.25,PT,1,Europe
50c592b2,Loop,20,Women,College,0.76,0.25,PT,1,Europe
50c592b2,Switch,20,Women,College,0.76,0.25,PT,1,Europe
50c6ec92,Footbridge,30,Women,College,1,0,AT,1,Europe
50c6ec92,Loop,30,Women,College,1,0,AT,1,Europe
50c6ec92,Switch,30,Women,College,1,0,AT,1,Europe
50cade1a,Footbridge,24,Men,College,0.78,0,CA,1,Americas
50cade1a,Loop,24,Men,College,0.78,0,CA,1,Americas
50cade1a,Switch,24,Men,College,0.78,0,CA,1,Americas
50cbf982,Footbridge,52,Women,No College,0.58,0.17,DE,0,Europe
50cbf982,Loop,52,Women,No College,0.58,0.17,DE,1,Europe
50cbf982,Switch,52,Women,No College,0.58,0.17,DE,1,Europe
50cc2a3e,Footbridge,20,Women,College,0.45,0,FR,1,Europe
50cc2a3e,Loop,20,Women,College,0.45,0,FR,1,Europe
50cc2a3e,Switch,20,Women,College,0.45,0,FR,1,Europe
50d4c0ca,Footbridge,21,Men,College,0.3,0,CN,1,Asia
50d4c0ca,Loop,21,Men,College,0.3,0,CN,1,Asia
50d4c0ca,Switch,21,Men,College,0.3,0,CN,1,Asia
50db3730,Footbridge,18,Men,No College,0.55,0,CL,0,Americas
50db3730,Loop,18,Men,No College,0.55,0,CL,1,Americas
50db3730,Switch,18,Men,No College,0.55,0,CL,1,Americas
50db8d2f,Footbridge,30,Men,College,0.77,0,BR,1,Americas
50db8d2f,Loop,30,Men,College,0.77,0,BR,1,Americas
50db8d2f,Switch,30,Men,College,0.77,0,BR,1,Americas
50e0dd41,Footbridge,24,Men,No College,1,0,DE,0,Europe
50e0dd41,Footbridge,39,Men,College,0.88,0.07,DE,0,Europe
50e4d652,Footbridge,26,Men,College,0.5,0,KR,1,Asia
50e4d652,Loop,26,Men,College,0.5,0,KR,1,Asia
50e4d652,Switch,26,Men,College,0.5,0,KR,1,Asia
50e68da4,Footbridge,30,Women,College,0.96,0.01,IL,1,Asia
50e68da4,Switch,30,Women,College,0.96,0.01,IL,1,Asia
50e70a67,Footbridge,23,Men,College,0.5,0.5,IN,0,Asia
50e70a67,Loop,23,Men,College,0.5,0.5,IN,1,Asia
50e70a67,Switch,23,Men,College,0.5,0.5,IN,1,Asia
50e7a89b,Footbridge,20,Men,No College,0.27,0.02,GB,1,Europe
50e7a89b,Switch,20,Men,No College,0.27,0.02,GB,1,Europe
50e93561,Loop,24,Men,College,0.34,0.65,CN,1,Asia
50e93561,Switch,24,Men,College,0.34,0.65,CN,1,Asia
50ed9e08,Footbridge,36,Men,College,1,0,ES,0,Europe
50ed9e08,Loop,36,Men,College,1,0,ES,1,Europe
50ed9e08,Switch,36,Men,College,1,0,ES,1,Europe
50eebbe7,Footbridge,20,Men,College,0.62,0.45,MX,1,Americas
50eebbe7,Loop,20,Men,College,0.62,0.45,MX,0,Americas
50eebbe7,Switch,20,Men,College,0.62,0.45,MX,0,Americas
50f32b30,Footbridge,30,Men,College,0.5,0,HK,0,Asia
50f32b30,Loop,30,Men,College,0.5,0,HK,0,Asia
50f32b30,Switch,30,Men,College,0.5,0,HK,0,Asia
50f5506d,Footbridge,49,Men,College,0.34,0,GB,0,Europe
50f5506d,Loop,49,Men,College,0.34,0,GB,1,Europe
50f5506d,Switch,49,Men,College,0.34,0,GB,1,Europe
51002939,Footbridge,33,Men,College,0.55,0.83,TR,1,Asia
51002939,Loop,33,Men,College,0.55,0.83,TR,1,Asia
51002939,Switch,33,Men,College,0.55,0.83,TR,1,Asia
5106de1a,Footbridge,21,Men,College,0.73,0,DE,1,Europe
5106de1a,Loop,21,Men,College,0.73,0,DE,1,Europe
5106de1a,Switch,21,Men,College,0.73,0,DE,1,Europe
51077760,Footbridge,46,Men,College,0.5,0.5,ES,0,Europe
51077760,Loop,46,Men,College,0.5,0.5,ES,1,Europe
51077760,Switch,46,Men,College,0.5,0.5,ES,1,Europe
510862c1,Footbridge,21,Men,No College,0.87,0,RS,1,Europe
510862c1,Loop,21,Men,No College,0.87,0,RS,1,Europe
510862c1,Switch,21,Men,No College,0.87,0,RS,1,Europe
510911fb,Footbridge,33,Men,College,1,0,CA,1,Americas
510911fb,Loop,33,Men,College,1,0,CA,1,Americas
510911fb,Switch,33,Men,College,1,0,CA,1,Americas
5109e838,Loop,26,Men,College,1,0,FR,1,Europe
5109e838,Switch,26,Men,College,1,0,FR,1,Europe
510c0da1,Footbridge,24,Men,College,0.5,0.020000000000000018,CN,0,Asia
510c0da1,Loop,24,Men,College,0.5,0.020000000000000018,CN,0,Asia
510c0da1,Switch,24,Men,College,0.5,0.020000000000000018,CN,1,Asia
51104ccb,Switch,25,Men,College,0.35,0.55,DE,1,Europe
51153711,Footbridge,18,Men,No College,0.59,0,CA,1,Americas
51153711,Loop,18,Men,No College,0.59,0,CA,0,Americas
51153711,Switch,18,Men,No College,0.59,0,CA,0,Americas
511ce735,Switch,31,Men,College,0.5,0.01,DE,1,Europe
51242700,Footbridge,25,Men,College,1,0,CA,1,Americas
51242700,Switch,25,Men,College,1,0,CA,1,Americas
51242f3e,Footbridge,26,Men,College,0.55,0.47,CO,1,Americas
51242f3e,Loop,26,Men,College,0.55,0.47,CO,0,Americas
51242f3e,Switch,26,Men,College,0.55,0.47,CO,1,Americas
51243654,Loop,35,Men,College,0.21,0,DE,1,Europe
51243654,Switch,35,Men,College,0.21,0,DE,1,Europe
51245507,Footbridge,23,Women,College,0.5,0,FR,1,Europe
51245507,Footbridge,23,Men,College,1,0,FR,1,Europe
51245507,Loop,23,Women,College,0.5,0,FR,1,Europe
51245507,Loop,23,Men,College,1,0,FR,1,Europe
51245507,Switch,23,Women,College,0.5,0,FR,1,Europe
51245507,Switch,23,Men,College,1,0,FR,1,Europe
5127a7a8,Loop,24,Men,No College,0.5,0.5,FR,0,Europe
5127a7a8,Switch,24,Men,No College,0.5,0.5,FR,1,Europe
51287f57,Footbridge,18,Men,College,0,1,GB,1,Europe
51287f57,Loop,18,Men,College,0,1,GB,1,Europe
51287f57,Switch,18,Men,College,0,1,GB,1,Europe
5128fed5,Footbridge,23,Men,College,0.72,0.55,DE,1,Europe
5128fed5,Loop,23,Men,College,0.72,0.55,DE,1,Europe
5128fed5,Switch,23,Men,College,0.72,0.55,DE,1,Europe
512921a6,Footbridge,28,Men,College,0.5,0,TW,0,Asia
512921a6,Loop,28,Men,College,0.5,0,TW,0,Asia
512921a6,Switch,28,Men,College,0.5,0,TW,0,Asia
51297790,Footbridge,20,Women,College,1,0,PT,1,Europe
51297790,Loop,20,Women,College,1,0,PT,1,Europe
51297790,Switch,20,Women,College,1,0,PT,1,Europe
512c4f89,Footbridge,22,Men,College,0.51,0,GB,1,Europe
512c4f89,Loop,22,Men,College,0.51,0,GB,1,Europe
512c4f89,Switch,22,Men,College,0.51,0,GB,1,Europe
513524f5,Footbridge,23,Men,College,0.5,0,RU,1,Europe
513524f5,Loop,23,Men,College,0.5,0,RU,1,Europe
513524f5,Switch,23,Men,College,0.5,0,RU,1,Europe
513c8f03,Footbridge,23,Women,College,0.5,0.67,CA,0,Americas
513c8f03,Loop,23,Women,College,0.5,0.67,CA,1,Americas
513c8f03,Switch,23,Women,College,0.5,0.67,CA,1,Americas
51412f6b,Footbridge,18,Women,College,1,0,NL,1,Europe
51412f6b,Loop,18,Women,College,1,0,NL,1,Europe
51412f6b,Switch,18,Women,College,1,0,NL,1,Europe
51465cfb,Footbridge,23,Men,College,0.83,0.36,DE,1,Europe
51465cfb,Loop,23,Men,College,0.83,0.36,DE,1,Europe
51465cfb,Switch,23,Men,College,0.83,0.36,DE,1,Europe
5146b0c5,Footbridge,30,Men,College,0.36,0.15,ES,0,Europe
5146b0c5,Loop,30,Men,College,0.36,0.15,ES,1,Europe
5146b0c5,Switch,30,Men,College,0.36,0.15,ES,0,Europe
514a3a3b,Footbridge,23,Men,College,0.71,0.21,CL,0,Americas
514a3a3b,Loop,23,Men,College,0.71,0.21,CL,1,Americas
514a3a3b,Switch,23,Men,College,0.71,0.21,CL,1,Americas
514ab246,Footbridge,36,Men,College,0.81,0.05,GB,0,Europe
514ab246,Loop,36,Men,College,0.81,0.05,GB,1,Europe
514ab246,Switch,36,Men,College,0.81,0.05,GB,1,Europe
514d36dd,Footbridge,26,Men,College,0.5,0.22,PL,1,Europe
514d36dd,Loop,26,Men,College,0.5,0.22,PL,1,Europe
514d36dd,Switch,26,Men,College,0.5,0.22,PL,1,Europe
51505aea,Footbridge,27,Women,College,0.5,0.64,US,0,Americas
51505aea,Loop,27,Women,College,0.5,0.64,US,1,Americas
51505aea,Switch,27,Women,College,0.5,0.64,US,1,Americas
515095f3,Footbridge,21,Men,College,0.31,0.13,ES,0,Europe
515095f3,Loop,21,Men,College,0.31,0.13,ES,1,Europe
515095f3,Switch,21,Men,College,0.31,0.13,ES,1,Europe
5151cc68,Footbridge,40,Men,College,0.5,0.12,ES,0,Europe
5151cc68,Loop,40,Men,College,0.5,0.12,ES,1,Europe
5151cc68,Switch,40,Men,College,0.5,0.12,ES,1,Europe
515cb4cd,Footbridge,22,Men,College,0.5,0.05,CR,1,Americas
515cb4cd,Loop,22,Men,College,0.5,0.05,CR,1,Americas
515cb4cd,Switch,22,Men,College,0.5,0.05,CR,1,Americas
515d2417,Footbridge,32,Women,College,0.5,0.5,AE,0,Asia
515d2417,Loop,32,Women,College,0.5,0.5,AE,1,Asia
515d2417,Switch,32,Women,College,0.5,0.5,AE,1,Asia
515f999e,Footbridge,23,Women,College,0.73,0,FI,0,Europe
515f999e,Loop,23,Women,College,0.73,0,FI,1,Europe
515f999e,Switch,23,Women,College,0.73,0,FI,1,Europe
516b7fc1,Footbridge,25,Women,College,0.5,0.5,UA,0,Europe
516b7fc1,Loop,25,Women,College,0.5,0.5,UA,1,Europe
516b7fc1,Switch,25,Women,College,0.5,0.5,UA,1,Europe
516e9bf1,Footbridge,30,Men,College,0.5,0,RU,1,Europe
516e9bf1,Loop,30,Men,College,0.5,0,RU,1,Europe
516e9bf1,Switch,30,Men,College,0.5,0,RU,1,Europe
51725d7a,Footbridge,36,Men,College,0.77,0.23,BE,0,Europe
51725d7a,Loop,36,Men,College,0.77,0.23,BE,1,Europe
51725d7a,Switch,36,Men,College,0.77,0.23,BE,1,Europe
517c25d2,Footbridge,19,Women,College,0.5,0.5,NL,1,Europe
517c25d2,Loop,19,Women,College,0.5,0.5,NL,0,Europe
517c25d2,Switch,19,Women,College,0.5,0.5,NL,1,Europe
517dda01,Footbridge,18,Men,No College,0.79,0.8,CZ,0,Europe
517dda01,Loop,18,Men,No College,0.79,0.8,CZ,1,Europe
517dda01,Switch,18,Men,No College,0.79,0.8,CZ,1,Europe
5181cb1d,Footbridge,31,Men,College,0.85,0.12,TW,0,Asia
5181cb1d,Loop,31,Men,College,0.85,0.12,TW,1,Asia
5181cb1d,Switch,31,Men,College,0.85,0.12,TW,1,Asia
5183af0c,Footbridge,28,Men,College,0.5,0.31,GB,0,Europe
5183af0c,Loop,28,Men,College,0.5,0.31,GB,0,Europe
5183af0c,Switch,28,Men,College,0.5,0.31,GB,0,Europe
51862833,Footbridge,22,Men,College,0.79,0.13,GB,0,Europe
51862833,Loop,22,Men,College,0.79,0.13,GB,0,Europe
51862833,Switch,22,Men,College,0.79,0.13,GB,0,Europe
518dc7ed,Footbridge,32,Men,College,0.72,0.12,FR,1,Europe
518dc7ed,Loop,32,Men,College,0.72,0.12,FR,1,Europe
518dc7ed,Switch,32,Men,College,0.72,0.12,FR,1,Europe
518eb5d8,Footbridge,22,Men,College,0.5,0.5,ES,0,Europe
518eb5d8,Loop,22,Men,College,0.5,0.5,ES,1,Europe
518eb5d8,Switch,22,Men,College,0.5,0.5,ES,1,Europe
518f6cf2,Footbridge,19,Men,College,0.48,0,GB,0,Europe
518f6cf2,Loop,19,Men,College,0.48,0,GB,1,Europe
518f6cf2,Switch,19,Men,College,0.48,0,GB,1,Europe
519072ae,Footbridge,19,Men,No College,0.5,1,US,1,Americas
519072ae,Loop,19,Men,No College,0.5,1,US,1,Americas
519072ae,Switch,19,Men,No College,0.5,1,US,1,Americas
5192068c,Footbridge,26,Men,No College,0.64,0,CN,0,Asia
5192068c,Loop,26,Men,No College,0.64,0,CN,0,Asia
5192068c,Switch,26,Men,No College,0.64,0,CN,0,Asia
5192e1cc,Footbridge,25,Men,No College,1,0,AU,1,Oc.
5192e1cc,Footbridge,42,Men,College,1,0,AU,1,Oc.
5192e1cc,Loop,25,Men,No College,1,0,AU,1,Oc.
5192e1cc,Loop,42,Men,College,1,0,AU,1,Oc.
5192e1cc,Switch,25,Men,No College,1,0,AU,1,Oc.
5192e1cc,Switch,42,Men,College,1,0,AU,1,Oc.
5192f8f4,Footbridge,25,Men,No College,0.5,0.5,GB,1,Europe
5192f8f4,Loop,25,Men,No College,0.5,0.5,GB,1,Europe
5192f8f4,Switch,25,Men,No College,0.5,0.5,GB,1,Europe
519722e6,Footbridge,44,Women,No College,1,0,US,0,Americas
519722e6,Loop,44,Women,No College,1,0,US,1,Americas
519722e6,Switch,44,Women,No College,1,0,US,1,Americas
519a1a7c,Footbridge,22,Men,College,0.88,0.5,FR,0,Europe
519a1a7c,Loop,22,Men,College,0.88,0.5,FR,0,Europe
519a1a7c,Switch,22,Men,College,0.88,0.5,FR,1,Europe
519ebd79,Footbridge,21,Men,College,0.5,0.5,FR,1,Europe
519ebd79,Loop,21,Men,College,0.5,0.5,FR,1,Europe
519ebd79,Switch,21,Men,College,0.5,0.5,FR,1,Europe
